Name,Manga,Anime,Appears in,Japanese,English,Birthdate,Sex,Status,Height,Weight,Blood type,Occupation,Affiliation,Ninja Rank,Novel,Movie,Game,OVA,Age,Team,Partner,Ninja Registration,Family,Nature Type,Jutsu,Tools,Kekkei Genkai,Clan,Species,Classification,Chūnin Prom. Age,Academy Grad. Age,Unique Traits,Tailed Beast,Jinchūriki
['Asaki'],,['Boruto Episode #117'],['Anime'],['Yōko Ōsawa'],,,['Female'],,,,,"[""Remon's attendant""]",['Daidai Village'],,,,,,,,,,,,,,,['Yoimura Clan'],,,,,,,
['Asami'],['Konoha Shinden Chapter #10'],['Boruto Episode #108 (Mentioned)'],"['Anime, Manga, Novel']",,,,['Female'],['Deceased'],,,,,,,['Konoha Shinden: Steam Ninja Scrolls  (Mentioned)'],,,,,,,,['Family\n\t\nTatsumi (Daughter)'],,,,,,,,,,,,
['Ashimaru'],,['Boruto Episode #40'],['Anime'],['Ryūnosuke Watanuki'],['Aaron LaPlante'],,['Male'],['Deceased'],,,,,,,,,,,,,['Hidari'],,,,,['Tools\n\n\nSword'],,,,['Missing-nin\nMercenary Ninja'],,,,,
['Ashina'],,['Boruto Episode #67'],['Anime'],['Chika Anzai'],['Cristina Vee'],,['Female'],,,,,['Actress'],['Konohagakure'],,,,,,,,,,,,,,,,,,,,,,
['Ashina Uzumaki'],['Naruto Chapter #500'],['Naruto Shippūden Episode #247'],"['Anime, Manga']",,,,['Male'],['Deceased'],,,,['Leader of the Uzumaki Clan'],['Uzushiogakure'],,,,,,['Part II: 67'],,,,,,['Jutsu\n\n\nUzumaki Sealing Technique (Anime only)'],['Tools\n\n\nSword'],,['Uzumaki Clan'],,,,,,,
['Ashitaba'],,['Naruto Shippūden Episode #434'],['Anime'],['Aoi Inase'],['Roger Craig Smith'],,['Male'],['Deceased'],['Part I: 128  cm'],,,,,,,,,,,,,,['Family\n\t\nKaya (Mother)\nKomichi (Brother)'],,,,,,,,,,,,
['Asuma Sarutobi'],['Naruto Chapter #34'],['Naruto Episode #3'],"['Anime, Manga, Novel, Game, Movie']",['Jūrōta Kosugi\nFujiko Takimoto   (Child)'],['Doug Erholtz'],['October 18'],['Male'],['Deceased'],['Part I: 190.8  cm'],['Part I: 81.6  kg'],['O'],,['Konohagakure'],['Part I: Jōnin'],['Konoha Shinden: Steam Ninja Scrolls  (Mentioned)'],['Naruto Shippūden the Movie: The Will of Fire'],['Naruto: Konoha Ninpōchō'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 27–28\nPart II: 31'],['Twelve Guardian Ninja\n Team 10\n Twenty Platoons'],,['010829'],['Family\n\t\nSasuke Sarutobi (Grandfather)\nHiruzen Sarutobi (Father)\nBiwako Sarutobi (Mother)\nMirai Sarutobi (Daughter)\nKonohamaru Sarutobi (Nephew)\nKurenai Yūhi (Spouse)'],['Nature Type\n        \n Wind Release (Affinity)\n Fire Release'],['Jutsu\n\n\nChakra Blade: Straight Line\n\n\nFire Release: Ash Pile Burning\n\n\nFire Release: Flint Yagura Technique (Anime only)\n\n\nFlying Swallow\n\n\nWelcoming Approach: Thousand-Armed Murder (Anime only)\n\n\nWind Release: Dust Cloud Technique\n\n\nWind Release: Verdant Mountain Gale (Anime only)'],['Tools\n\n\nChakra Blade'],,['Sarutobi Clan'],,,['12'],['9'],,,
['Asura Path (character)'],['Naruto Chapter #379'],['Naruto Shippūden Episode #127'],"['Anime, Manga, Game']",['Jin Urayama'],['Kirk Thornton'],,['Male'],['Deceased'],['Part II: 189  cm'],,,['Mercenary'],,,,,['Naruto Shippūden: Ultimate Ninja Heroes 3'],['Naruto x UT'],,,,,,,['Jutsu\n\n\nPuppet Technique (Anime only)'],,,,,,,,,,
['Asura Ōtsutsuki'],['Naruto Chapter #462'],['Naruto Shippūden Episode #203'],"['Anime, Manga, Novel, Game, Movie']",['Ōki Sugiyama\nMomoko Ōhara (Child)'],['Chris Hackney \nAlex Cazares  (Child)'],['June 8'],['Male'],['Deceased'],,,,,['Land of Ancestors (Anime only)'],,['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Impact'],,,,,,['Family\n\t\nKaguya Ōtsutsuki (Grandmother)\nTenji (Grandfather) (Anime only)\nHagoromo Ōtsutsuki (Father)\nHamura Ōtsutsuki (Uncle)\nIndra Ōtsutsuki (Brother)\nKanna (Wife) (Anime only)'],['Nature Type\n        \n Wood Release (Anime only)\n Wind Release\n Lightning Release\n Earth Release\n Water Release\n Fire Release\n Yin Release\n Yang Release\n Yin–Yang Release'],['Jutsu\n\n\nAmenomihashira (Anime only)\n\n\nChakra Transfer Technique (Anime only)\n\n\nHands of Bonds (Anime only)\n\n\nMystical Palm Technique (Anime only)\n\n\nSage Art Wood Release: True Several Thousand Hands (Anime only)\n\n\nSensing Technique (Anime only)\n\n\nSix Paths Senjutsu\n\n\nSix Paths: Kunitsukami\n\n\nSwift Wind Wall (Anime only)\n\n\nTop Transformed Buddha (Anime only)\n\n\nTruth-Seeking Ball'],['Tools\n\n\nShakujō\n\n\nSword'],['Wood Release  (Anime only)'],['Ōtsutsuki Clan'],['Celestial Being-Human hybrid'],['Sage\nSensor Type'],,,,,
['Atsui'],['Naruto Chapter #527'],['Naruto Shippūden Episode #269'],"['Anime, Manga, Game']",['Shinobu Matsumoto'],['Todd Haberkorn'],['August 2'],['Male'],,['Part II: 180 cm'],['Part II: 65.3 kg'],['O'],,['Kumogakure\n Allied Shinobi Forces'],['Part II: Chūnin'],,,['Naruto Mobile'],,['Part II: 19'],['First Division'],,['CL6265'],['Family\n\t\nSamui (Sister)'],['Nature Type\n        \n Fire Release'],['Jutsu\n\n\nCloud-Style Flame Beheading'],['Tools\n\n\nSword'],,,,,,,,,
['Awaji Unabara'],,['Boruto Episode #233'],['Anime'],['Yōhei Matsuoka'],,,['Male'],['Deceased'],,,,,['Land of Water'],,,,,,,,,,['Family\n\t\nSanzui Unabara (Father)'],,,,,,,,,,,,
['Ayame'],['Databook #1'],['Naruto Episode #52'],"['Anime, Manga, Novel, Game, Movie']",['Masayo Hosono'],['Danielle Judovits \nKate Higgins  (Naruto: Ultimate Ninja and Episodes 79-101)\nLaura Bailey  (Episodes 63 and 90)'],['February 14'],['Female'],,['Part I: 159 cm–160 cm'],['Part I: 41 kg'],['O'],['Waitress'],['Konohagakure'],,['Konoha Hiden: The Perfect Day for a Wedding'],['Naruto Shippūden the Movie: The Will of Fire'],['Naruto: Konoha Ninpōchō'],['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],['Part I: 17'],,,,['Family\n\t\nTeuchi (Father)'],,,,,,,,,,,,
['Azami'],,['Naruto Shippūden Episode #312'],['Anime'],['Mariko Mizuno'],['Cristina Vee'],,['Female'],,,,,,['Konohagakure'],,,,,,,,,,['Family\n\t\nChen (Grandfather)'],,,,,,,,,,,,
['Azure Fang'],,,['Game'],,,,['Female'],,['Part II: 163.3  cm'],['Part II: 46.5  kg'],['A'],,['Konohagakure'],['Part II: Academy Student'],,,['Naruto: Ultimate Ninja Online'],,['Part II: 16'],,,,,['Nature Type\n        \n Water Release'],"['Jutsu\n\n\nChakra Enhanced Strength\n\n\nChakra Scalpel\n\n\nHealing Resuscitation Regeneration Technique\n\n\nMystical Palm Technique\n\n\nPoison Mist\n\n\nSummoning Technique (Ninken, Toad)\n\n\nWater Clone Technique\n\n\nWater Release: Great Shark Bullet Technique\n\n\nWater Release: Great Water Arm Technique\n\n\nWater Release: Running Water Whip\n\n\nWater Release: Water Dragon Bullet Technique\n\n\nWater Release: Water Shark Bullet Technique\n\n\nWater Release: Water Trumpet']",['Tools\n\n\nPoison\n\n\nTantō'],,,,['Medical-nin'],,,,,
['Babu'],,['Naruto Shippūden Episode #416'],['Anime'],['Minoru Kawai'],['Todd Haberkorn'],,['Male'],['Deceased'],,,,,['Yugakure'],,,,,,,['Team Iwato'],,,,,,,,,,,,,,,
['Baiu'],['Naruto Chapter #58'],['Naruto Episode #21'],"['Anime, Manga, Game']",['Takayuki Fujimoto'],['Robbie Rist'],['May 30'],['Male'],['Deceased'],['Part I: 140.3  cm'],['Part I: 40  kg'],['A'],,['Amegakure'],['Part I: Genin'],,,['Naruto: Ultimate Ninja Online'],,['Part I: 18'],['Team Shigure'],,['R2-039'],,,,['Tools\n\n\nUmbrella'],,,,,,,,,
['Baji'],,['Naruto Shippūden Episode #195'],['Anime'],['Hiroyuki Kinoshita'],['Jamieson Price'],,['Male'],,,,,['Bandit leader'],,,,,,,,,,,,,['Jutsu\n\n\nHeavenly Punishment\n\n\nSecret Technique: Mouth Seal Technique'],,,,,,,,,,
['Baki'],['Naruto Chapter #65'],['Naruto Episode #37'],"['Anime, Manga, Novel, Game, Movie']",['Jōji Nakata'],"['Sam Riegel \nRichard Casino (""Naruto: Ultimate Ninja"")']",['July 4'],['Male'],,['Part I: 188.2  cm'],['Part I: 80  kg'],['A'],['Senior'],['Sunagakure'],['Part I: Jōnin'],['Gaara Hiden: A Sandstorm Mirage'],['Naruto Shippūden the Movie: The Will of Fire'],['Naruto: Ultimate Ninja'],['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],['Part I: 30\nPart II: 34'],['Three Sand Siblings\n Suna Council'],,['38-212'],,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nBlade of Wind'],,,,,,['12'],['8'],,,
['Baku'],['Naruto Chapter #479'],['Naruto Shippūden Episode #210'],"['Anime, Manga, Game']",,,,,,,,,,['Konohagakure'],,,,['Naruto Shippūden: Ultimate Ninja Impact'],,,,,,,,,,,,['Tapir'],['Summon'],,,,,
['Baku (Anbu)'],['Naruto Chapter #399'],['Naruto Shippūden Episode #140'],"['Anime, Manga']",,,,['Male'],['Presumed Deceased'],,,,,['Konohagakure'],['Part II: Anbu'],,,,,['Part II: 31'],,,,,,,,,,,,,,,,
['Bakuto'],['Naruto Chapter #348'],['Naruto Shippūden Episode #116'],"['Anime, Manga']",['Tomoyoshi Fukazu'],['Travis Willingham'],,['Male'],,,,,['Prisoner'],,,,,,,['Part I: 36'],,,,,,,,,,,,,,,,
['Bamboo Minister'],,['Boruto Episode #267'],['Anime'],['Kōsuke Katayama'],,,['Male'],,,,,['Minister'],['Land of Bamboo'],,,,,,,,,,,,,,,,,,,,,,
['Bando'],,,['Game'],,['Roger Craig Smith'],,['Male'],,,,,['Weapons Dealer'],,,,,['Naruto: Clash of Ninja Revolution 2'],,,,['Kagura (game)'],,,,"[""Jutsu\n\n\nBando's Chakra Armour\n\n\nConcussive Chakra Cannon""]",,,,,,,,,,
['Bandō'],,['Naruto Shippūden Episode #224'],['Anime'],['Nobuyuki Hiyama'],['Todd Haberkorn'],,['Male'],,,,,,['Benisu Island'],['Part II: Jōnin'],,,,,,['Team Bandō'],,,,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nWind Release: Breakthrough\n\n\nWind Release: Great Breakthrough'],,,,,,,,,,
['Banna'],,['Naruto Shippūden Episode #233'],['Anime'],['Hiroshi Iwasaki'],['Kyle Hebert'],,['Male'],,,,,,['Land of Water'],,,,,,,,['Iggy'],,,,,['Tools\n\n\nClub'],,,,,,,,,
['Bansai'],['Naruto Chapter #320'],['Naruto Shippūden Episode #58'],"['Anime, Manga']",['Ryūji Nakagi'],['William Frederick Knight'],,['Male'],,,,,['Head Monk'],['Land of Fire\n Fire Temple'],,,,,,['Part II: 64'],,,,,,,,,,,['Ninja monk'],,,,,
['Baru Uchiha'],,['Naruto Shippūden Episode #338'],['Anime'],['Ryūichi Kijima'],['Nicolas Roye'],,['Male'],['Deceased'],['Part II: 180.4  cm'],,,,,,,,,,,,,,,['Nature Type\n        \n Yin Release\n Yang Release'],['Jutsu\n\n\nIzanagi'],['Tools\n\n\nSword'],['Sharingan \n Mangekyō Sharingan'],['Uchiha Clan'],,,,,,,
['Batora Kuromori'],,['Boruto Episode #261'],['Anime'],['Isshin Chiba'],,,['Male'],,,,,['Butler'],['Land of Bamboo'],,,,,,,,,,,['Nature Type\n        \n Water Release'],['Jutsu\n\n\nWater Release: Water Army Water Demon Technique'],,,,,,,,,,
['Batta'],,['Boruto Episode #275'],['Anime'],['Chihiro Ikki'],,,['Female'],,,,,,['Kumogakure'],,,,,,,,,,,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nArea Scanning Technique\n\n\nWind Release: Flying Locust Wind'],,,,,,,,,,
['Beekeeper'],,['Naruto Shippūden Episode #498'],"['Anime, Novel']",['Shōgo Nakamura'],['Mick Wingert'],,,,,,,['Beekeeper'],['Iwagakure\n Sora-ku'],,['Konoha Hiden: The Perfect Day for a Wedding'],,,,,,,,,,['Jutsu\n\n\nBee Honey Technique'],,,['Kamizuru Clan'],,['Missing-nin'],,,,,
['Bekkō'],['Naruto Chapter #1'],['Naruto Episode #1'],"['Anime, Manga, Novel, Game']",['Nobuaki Fukuda'],['Phil Hayes'],,['Male'],,,,,['Academy Teacher  (anime only)'],['Konohagakure'],['Part I: Chūnin'],"['Naruto: Innocent Heart, Demonic Blood']",,['Naruto: Rise of a Ninja'],,['Part I: 41'],,,,,,,,,,,,,,,,
['Benga'],,['Boruto Episode #141'],['Anime'],['Dai Matsumoto'],['John Eric Bentley'],,['Male'],['Deceased'],,,,['Hōzuki Castle officer'],['Kusagakure'],,,,,,,,,,,['Nature Type\n        \n Fire Release'],"[""Jutsu\n\n\nFire Release: Flame Bullet\n\n\nFire Release: Flame Capture\n\n\nFire Release: Heavenly Prison\n\n\nSummoning Technique (Hōzuki Castle's Ninken)""]",,,,,,,,,,
['Benten'],,['Naruto Shippūden Episode #144'],['Anime'],['Chikara Ōsaka'],['Michael Yurchak'],,['Male'],,,,,,,,,,,,,['Magaki Group'],,,,['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\nBarrier Shattering Technique\n\n\nChakra Transfer Technique\n\n\nCombination Transformation\n\n\nHurricane Thunderclap\n\n\nImpermanence of Worldly Things\n\n\nInfinite Embrace\n\n\nMultiple Infinite Embraces\n\n\nShadow Rope Technique\n\n\nTelegram Flash'],,,,,,,,,,
['Bird-Masked Anbu Member'],['Naruto Chapter #121'],['Naruto Episode #72'],"['Anime, Manga']",,['David Lodge  (Part I)\nTodd Haberkorn  (Part II)'],,['Male'],,,,,['Anbu Captain'],['Konohagakure'],['Part I: Anbu'],,,,,,,,,,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nWind Release: Wind Cutter Technique'],['Tools\n\n\nSword'],,,,,,,,,
['Bisuke'],['Naruto Chapter #29'],['Naruto Episode #17'],"['Anime, Manga, Novel, Game, Movie']",['Shinji Kawada'],['Roger Craig Smith'],,['Male'],,,,,,['Konohagakure'],,"['Naruto: Innocent Heart, Demonic Blood']",['Road to Ninja: Naruto the Movie'],['Naruto: Ultimate Ninja'],,,,,,,,['Jutsu\n\n\nCircular Formation (Anime only)\n\n\nCrane Wing Formation (Anime only)\n\n\nDog Wall Formation (Anime only)\n\n\nNinken Ninja Art: Dance of the Dust Cloud (Anime only)'],,,,['Ninken'],['Summon'],,,,,
['Biwako Sarutobi'],['Naruto Chapter #500'],['Naruto Shippūden Episode #247'],"['Anime, Manga, Game']",['Ikuko Watanabe'],['Mona Marshall'],,['Female'],['Deceased'],,,,,['Konohagakure'],['Part II: Jōnin'],,,['Naruto Shippūden: Ultimate Ninja Storm 3'],,['Part II: 55'],,,,['Family\n\t\nAsuma Sarutobi (Son)\nMirai Sarutobi (Granddaughter)\nHiruzen Sarutobi (Husband)\nKonohamaru Sarutobi (Grandson)'],,,,,['Sarutobi Clan'],,['Medical-nin'],,,,,
['Black Shadow'],,,['Game'],['Atsushi Imaruoka'],['Lex Lang'],,['Male'],['Deceased'],,,,,['Tree Felling Village'],,,,['Naruto Shippūden: Ultimate Ninja 4'],,,,,,,['Nature Type\n        \n Yin Release'],['Jutsu\n\n\nBringer-of-Darkness Technique'],,,,,,,,,,
['Black Zetsu'],['Naruto Chapter #234'],['Naruto Episode #134'],"['Anime, Manga, Novel, Game, Movie']",['Nobuo Tobita \nKengo Kawanishi  (Child)'],['Travis Willingham \nMichael Sorich  (Naruto Episode 135)\nTodd Haberkorn  (Child)'],,,['Incapacitated'],,,,['Akatsuki spy'],['Akatsuki'],,['Naruto Jinraiden: The Day the Wolf Howled'],['Road to Ninja: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja 4'],['Naruto Shippūden: UNSG anime cutscenes'],,,['Kaguya Ōtsutsuki\nWhite Zetsu\nObito Uchiha\nMadara Uchiha'],,['Family\n\t\nKaguya Ōtsutsuki (Creator)'],['Nature Type\n        \n Wood Release\n Earth Release\n Water Release\n Fire Release\n Wind Release\n Lightning Release\n Yin Release\n Yang Release'],['Jutsu\n\n\nAll-Killing Ash Bones\n\n\nBlack Receiver\n\n\nBody Coating\n\n\nChakra Transfer Technique\n\n\nEvent Recording\n\n\nHiding in Surface Technique\n\n\nHiding with Camouflage Technique (Anime only)\n\n\nKamui\n\n\nMayfly\n\n\nProjection Technique\n\n\nSensing Technique\n\n\nSpore Technique\n\n\nTemporary Paralysis Technique\n\n\nWood Release: Underground Roots Technique\n\n\nYomotsu Hirasaka'],,['Wood Release \n Rinnegan \n Sharingan \n Mangekyō Sharingan'],,['Artificial Human'],['Jinchūriki\nS-rank\nSensor Type'],,,['Unique Traits\n\t\nCan absorb chakra'],['Kurama (Yin half) (Forms)'],
['Blue B'],['Naruto Chapter #494'],['Naruto Shippūden Episode #244'],"['Anime, Manga, Game']",['Yasuhiko Nemoto \nTōru Furusawa   (Shippūden episode 282)'],['Sam Riegel'],,['Male'],['Deceased'],,,,,['Kumogakure'],,,,['Naruto Mobile'],,['Part II: 22'],,['A (Third Raikage)'],,['Family\n\t\nA  (Uncle)\nA  (Cousin)\nKiller B (Adoptive Cousin)'],['Nature Type\n        \n Lightning Release (Anime only)'],['Jutsu\n\n\nContinuous Tailed Beast Balls (Anime only)\n\n\nLightning Release: Lariat (Anime only)\n\n\nSensing Technique (Anime only)\n\n\nTailed Beast Ball (Anime only)\n\n\nTailed Beast Chakra Arms (Anime only)'],['Tools\n\n\nSword'],,,,['Jinchūriki\nPseudo-Jinchūriki\nSensor Type'],,,,['Gyūki (Forms)'],
['Boar-Masked Anbu Member'],['Naruto Chapter #57'],['Naruto Episode #30'],"['Anime, Manga, Game']",['Kazuki Ogawa  (Part I; Episode 184)'],['Skip Stellrecht  (Part I; Episode 30 and 34)\nLex Lang  (Part I; Episode 184)\nPatrick Seitz  (Part II)'],,['Male'],,,,,['Anbu Captain'],['Konohagakure'],['Part I: Anbu'],,,['Naruto Shippūden: Ultimate Ninja Blazing'],['Hidden Leaf Village Grand Sports Festival!'],,,['Eagle-Masked Anbu Member'],,,['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nEarth Release: Dropping Lid\n\n\nEarth Release: Hiding in Rock Technique (Anime only)\n\n\nEarth Release: Sticky Earth Drop (Anime only)\n\n\nShadow Clone Technique (Anime only)\n\n\nTemporary Paralysis Technique'],['Tools\n\n\nSword'],,,,,,,,,
['Boro'],['Boruto Chapter #15'],['Boruto Episode #157'],"['Anime, Manga, Game']",['Kenta Miyake'],['Dave B. Mitchell'],,['Male'],['Deceased'],,,,['Inner\nCult Leader'],['Kara'],,,,['Naruto x Boruto: Ninja Voltage'],,,,,,,['Nature Type\n        \n Lava Release\n Fire Release\n Earth Release\n Water Release\n Yin Release'],['Jutsu\n\n\nGenjutsu Communication\n\n\nLava Release: Planet-Branding Blast\n\n\nSelf-Healing Technique\n\n\nWater Release: Water Formation Wall'],['Tools\n\n\nDark Cloud\n\n\nSpace-Time Gate'],['Lava Release'],,,,,,,,
['Boruto Uzumaki'],['Naruto Chapter #700'],['Naruto Shippūden Episode #500'],"['Anime, Manga, Novel, Game, Movie']",['Yūko Sanpei \nKokoro Kikuchi  (The Last: Naruto the Movie)'],['Amanda Celine Miller\nMaile Flanagan  (The Last: Naruto the Movie)'],['March 27'],['Male'],,['Blank Period: 110 cm–122 cm\nBoruto Movie: 145 cm\nBoruto Manga: 163 cm'],,,['Vessel'],['Konohagakure\n Ryūchi Cave (Anime only)'],['Gaiden: Genin'],['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Storm 4'],['The Day Naruto Became Hokage (OVA)'],['Blank Period: 5\nBoruto Movie: 12\nBoruto Manga: 12  (16) (Future)'],['Team 7'],,,"[""Family\n\t\nMinato Namikaze (Grandfather)\nKushina Uzumaki (Grandmother)\nNaruto Uzumaki (Father)\nHyūga Elder (Great-Grandfather)\nHiashi Hyūga (Grandfather)\nHizashi Hyūga (Granduncle)\nHinata and Hanabi's Mother (Grandmother) (Anime only)\nHinata Hyūga (Mother)\nHanabi Hyūga (Aunt)\nHimawari Uzumaki (Sister)\nNeji Hyūga (First cousin once removed)\nKawaki (Adoptive Brother)\nMomoshiki Ōtsutsuki (Host)""]",['Nature Type\n        \n Lightning Release (Affinity)\n Wind Release\n Water Release'],"['Jutsu\n\n\nBig Ball Rasengan (Manga only)\n\n\nBoruto Stream\n\n\nCompression Rasengan (Anime only)\n\n\nGentle Fist\n\n\nHarem Technique\n\n\nImprovised Secret Technique: Lightning Ball Shuriken Technique (Anime only)\n\n\nKāma\n\n\nKāma Rift\n\n\nLightning Release Bullet: Powerful Breath (Anime only)\n\n\nLightning Release: Purple Electricity (Manga only)\n\n\nLightning Release: Thunderclap Arrow\n\n\nMultiple String Light Formation (Anime only)\n\n\nParent and Child Rasengan\n\n\nRasengan\n\n\nRasengan: ""Unison""\n\n\nSexy Technique\n\n\nShadow Clone Technique\n\n\nString Light Formation (Anime only)\n\n\nStudent and Teacher: Rasengan\n\n\nSummoning Technique (Snake) (Anime only)\n\n\nSuper Compression Rasengan (Anime only)\n\n\nSurging Fire Wild Dance (Anime only)\n\n\nUchiha Style Shurikenjutsu: ""Lightning"": Triple\n\n\nUltra-Big Ball Rasengan (Manga only)\n\n\nVanishing Rasengan\n\n\nWater Release: Surging Sea\n\n\nWater Release: Water Formation Wall (Novel only)\n\n\nWind Release: Gale Palm\n\n\nWind Release: Rasengan (Anime only)']",['Tools\n\n\nChakra Blade\n\n\nFlash Bomb (Anime only)\n\n\nHidden Kunai Mechanism (Anime only)\n\n\nJutsu Absorption Arm\n\n\nShinobi Gauntlet\n\n\nSword'],['Jōgan'],['Uzumaki Clan\n Hyūga Clan'],['Celestial Being'],['Missing-nin\nSensor Type'],,,,,
['Boxing Kangaroos'],,['Naruto Shippūden Episode #185'],['Anime'],,,,['Male'],,,,,,['Konohagakure'],,,,,,,['Four Ninja Animal Warriors'],,,,,,,,,['Kangaroo'],,,,,,
['Breeze Dancer'],,,['Game'],,,,['Female'],,['Part II: 171  cm'],['Part II: 48  kg'],['O'],,['Konohagakure'],['Part II: Academy Student'],,,['Naruto: Ultimate Ninja Online'],,['Part II: 16'],,,,,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nBig Ball Rasengan\n\n\nHarem Technique\n\n\nMultiple Shadow Clone Technique\n\n\nRasengan\n\n\nShadow Clone Technique\n\n\nSickle Weasel Technique\n\n\nSpiralling Serial Spheres\n\n\nWind Release: Vacuum Serial Waves'],['Tools\n\n\nGiant Folding Fan'],,,,,,,,,
['Bug'],['Boruto Chapter #56'],['Boruto Episode #287'],"['Anime, Manga']",['Takumi Yamazaki'],,,['Male'],,,,,['Outer\nCultist'],['Kara'],,,,,,,,,,,,,,,,,,,,,,
['Bull'],['Naruto Chapter #29'],['Naruto Episode #17'],"['Anime, Manga, Novel, Game, Movie']",,,,['Male'],,,,,,['Konohagakure'],,"['Naruto: Innocent Heart, Demonic Blood']",['Road to Ninja: Naruto the Movie'],['Naruto: Ultimate Ninja'],,,,,,,,['Jutsu\n\n\nCircular Formation (Anime only)\n\n\nDog Wall Formation (Anime only)\n\n\nNinken Ninja Art: Dance of the Dust Cloud (Anime only)'],,,,['Ninken'],['Summon'],,,,,
['Buna'],['Naruto Chapter #144'],['Naruto Episode #83'],"['Anime, Manga']",,,,['Male'],,,,,['Gardener apprentice'],['Land of Fire'],,,,,,['Part I: 13'],,,,,,,,,,,,,,,,
['Bunpuku'],['Naruto Chapter #660'],['Naruto Shippūden Episode #392'],"['Anime, Manga']",,,['February 9'],['Male'],['Deceased'],,['Part II: 38.2 kg'],['O'],['Priest'],['Sunagakure'],,,,,,,,,,,,['Jutsu\n\n\nDharma Power Seal (Anime only)\n\n\nDharma Power Sealing Technique: Sen no Rikyū (Anime only)'],['Tools\n\n\nSand'],,,,['Jinchūriki'],,,,['Shukaku (Forms)'],
['Buntan Kurosuki'],,['Boruto Episode #28'],"['Anime, Novel']",['Mariya Ise'],['Carrie Keranen'],,['Female'],,['Gaiden: 165.7  cm'],,,,['Kirigakure'],,['School Trip Bloodwind Records'],,,,,['New Seven Ninja Swordsmen'],,,['Family\n\t\nRaiga Kurosuki (Father)'],['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\nLightning Ball\n\n\nLightning Burial: Banquet of Lightning\n\n\nLightning Fish\n\n\nLightning Strike Armour\n\n\nMystical Palm Technique (Anime only)\n\n\nSilent Killing (Anime only)\n\n\nThunderswords Technique: Remote Control'],['Tools\n\n\nKiba  (Anime only)\n\n\nSword (Anime only)'],,,,['Medical-nin'],,,,,
['Bunzō'],,['Naruto Episode #97'],['Anime'],['Atsushi Gotō'],['Wally Wingert'],,['Male'],,['Part I: 163.5 cm'],,,['Loan Collector'],['Land of Tea'],,,,,,,['Akagi Gang'],['Senta'],,,,,['Tools\n\n\nSword'],,,,,,,,,
['Burami'],,['Naruto Shippūden Episode #395'],['Anime'],['Kōsuke Gotō'],['Joe Ochman'],,['Male'],,,,,,['Kusagakure'],['Part I: Genin'],,,,,,['Team Kazami'],,,,,['Jutsu\n\n\nOdour-Concealing Bubbles\n\n\nShifting Body Technique\n\n\nSmell Sphere'],,,,,,,,,,
['Buriko Nekoka'],['Boruto Chapter #16'],['Boruto Episode #181'],"['Anime, Manga']",,,,['Female'],,,,,,['Konohagakure'],['Boruto Manga: Genin'],,,,,,,,,,,,,,,,,,,,,
['Butsuma Senju'],['Naruto Chapter #622'],['Naruto Shippūden Episode #367'],"['Anime, Manga']",['Keijin Okuda'],['Aaron LaPlante'],['January 16'],['Male'],['Deceased'],['Part II: 180  cm'],['Part II: 71.3 kg'],['AB'],,,,,,,,,,,,['Family\n\t\nHashirama Senju (Son)\nItama Senju (Son)\nKawarama Senju (Son)\nTobirama Senju (Son)\nTsunade (Great-Granddaughter)\nNawaki (Great-Grandson)'],,,['Tools\n\n\nSword\n\n\nTantō'],,['Senju Clan'],,,,,,,
['Byakuren'],['Naruto Chapter #648'],['Naruto Shippūden Episode #369'],"['Anime, Manga']",['Satoshi Hino'],['Vic Mignogna'],['January 20'],['Male'],['Deceased'],['Part II: 172.2 cm'],['Part II: 78.9 kg'],['B'],['Mizukage'],['Kirigakure'],['Part II: Kage'],,,,,,,,,,,,,,,,,,,,,
